Zooniverse name,HTRU-N name,Possible source
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for B1849+00 with P0 2.180195 Harmonic Number = 2.0 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1850+0026 with P0 1.081844 Harmonic Number = 1 Angular sep. (deg): 0.451177252685
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1850-0006 with P0 2.191498 Harmonic Number = 2.0 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003556.png,G035.3-04.3_masked_beam0_56289_No11_DM209.30_1.38ms_Cand.pfd,Possible match HTRU-N_set01_cand003556.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003557.png,G035.3-04.3_masked_beam0_56289_No12_DM847.30_1.99ms_Cand.pfd,Possible match HTRU-N_set01_cand003557.png for B1849+00 with P0 2.180195 Harmonic Number = 1 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003557.png,G035.3-04.3_masked_beam0_56289_No12_DM847.30_1.99ms_Cand.pfd,Possible match HTRU-N_set01_cand003557.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003557.png,G035.3-04.3_masked_beam0_56289_No12_DM847.30_1.99ms_Cand.pfd,Possible match HTRU-N_set01_cand003557.png for J1911+00 with P0 6.940000 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003557.png,G035.3-04.3_masked_beam0_56289_No12_DM847.30_1.99ms_Cand.pfd,Possible match HTRU-N_set01_cand003557.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003557.png,G035.3-04.3_masked_beam0_56289_No12_DM847.30_1.99ms_Cand.pfd,Possible match HTRU-N_set01_cand003557.png for J1850-0006 with P0 2.191498 Harmonic Number = 1 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for B1849+00 with P0 2.180195 Harmonic Number = 2.0 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for B1907+00 with P0 1.016948 Harmonic Number = 1 Angular sep. (deg): 0.026327211805
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1850+0026 with P0 1.081844 Harmonic Number = 1 Angular sep. (deg): 0.451177252685
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1852+0013 with P0 0.957751 Harmonic Number = 1 Angular sep. (deg): 0.319168712534
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1850-0006 with P0 2.191498 Harmonic Number = 2.0 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1842-0153 with P0 1.054228 Harmonic Number = 1 Angular sep. (deg): 0.531505424427
HTRU-N_set01_cand003580.png,G035.3-04.3_masked_beam0_56289_No32_DM477.70_1.23ms_Cand.pfd,Possible match HTRU-N_set01_cand003580.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003586.png,G035.3-04.3_masked_beam0_56289_No38_DM121.00_2.72ms_Cand.pfd,Possible match HTRU-N_set01_cand003586.png for J1852+0033 with P0 11.558713 Harmonic Number = 4.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003588.png,G035.3-04.3_masked_beam0_56289_No3_DM451.00_2.20ms_Cand.pfd,Possible match HTRU-N_set01_cand003588.png for B1849+00 with P0 2.180195 Harmonic Number = 1 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003588.png,G035.3-04.3_masked_beam0_56289_No3_DM451.00_2.20ms_Cand.pfd,Possible match HTRU-N_set01_cand003588.png for J1852+0033 with P0 11.558713 Harmonic Number = 5.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003588.png,G035.3-04.3_masked_beam0_56289_No3_DM451.00_2.20ms_Cand.pfd,Possible match HTRU-N_set01_cand003588.png for J1911+00 with P0 6.940000 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003588.png,G035.3-04.3_masked_beam0_56289_No3_DM451.00_2.20ms_Cand.pfd,Possible match HTRU-N_set01_cand003588.png for J1850-0006 with P0 2.191498 Harmonic Number = 1 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003593.png,G035.3-04.3_masked_beam0_56289_No44_DM18.40_1.56ms_Cand.pfd,Possible match HTRU-N_set01_cand003593.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003597.png,G035.3-04.3_masked_beam0_56289_No48_DM284.00_2.32ms_Cand.pfd,Possible match HTRU-N_set01_cand003597.png for B1849+00 with P0 2.180195 Harmonic Number = 1 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003597.png,G035.3-04.3_masked_beam0_56289_No48_DM284.00_2.32ms_Cand.pfd,Possible match HTRU-N_set01_cand003597.png for J1852+0033 with P0 11.558713 Harmonic Number = 5.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003597.png,G035.3-04.3_masked_beam0_56289_No48_DM284.00_2.32ms_Cand.pfd,Possible match HTRU-N_set01_cand003597.png for J1911+00 with P0 6.940000 Harmonic Number = 3.33333333333 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003597.png,G035.3-04.3_masked_beam0_56289_No48_DM284.00_2.32ms_Cand.pfd,Possible match HTRU-N_set01_cand003597.png for J1850-0006 with P0 2.191498 Harmonic Number = 1 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003609.png,G035.3-04.3_masked_beam1_56289_No12_DM535.90_6.06ms_Cand.pfd,Possible match HTRU-N_set01_cand003609.png for J1852+0033 with P0 11.558713 Harmonic Number = 2.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003624.png,G035.3-04.3_masked_beam1_56289_No20_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003624.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003624.png,G035.3-04.3_masked_beam1_56289_No20_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003624.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003624.png,G035.3-04.3_masked_beam1_56289_No20_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003624.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003624.png,G035.3-04.3_masked_beam1_56289_No20_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003624.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003624.png,G035.3-04.3_masked_beam1_56289_No20_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003624.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003624.png,G035.3-04.3_masked_beam1_56289_No20_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003624.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003626.png,G035.3-04.3_masked_beam1_56289_No21_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003626.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003626.png,G035.3-04.3_masked_beam1_56289_No21_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003626.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003626.png,G035.3-04.3_masked_beam1_56289_No21_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003626.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003626.png,G035.3-04.3_masked_beam1_56289_No21_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003626.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003626.png,G035.3-04.3_masked_beam1_56289_No21_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003626.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003626.png,G035.3-04.3_masked_beam1_56289_No21_DM277.40_1.64ms_Cand.pfd,Possible match HTRU-N_set01_cand003626.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1850-0031 with P0 0.734185 Harmonic Number = 1 Angular sep. (deg): 0.508874798366
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for B1849+00 with P0 2.180195 Harmonic Number = 2.0 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1852+0033 with P0 11.558713 Harmonic Number = 16.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1901+00 with P0 0.777662 Harmonic Number = 1 Angular sep. (deg): 0.331679318896
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1843-0050 with P0 0.782598 Harmonic Number = 1 Angular sep. (deg): 0.831192495256
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1911+00 with P0 6.940000 Harmonic Number = 8.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1851+0118 with P0 0.906977 Harmonic Number = 1 Angular sep. (deg): 1.21703350304
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for B1907+00 with P0 1.016948 Harmonic Number = 1 Angular sep. (deg): 0.026327211805
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1850+0026 with P0 1.081844 Harmonic Number = 1 Angular sep. (deg): 0.451177252685
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1852+0013 with P0 0.957751 Harmonic Number = 1 Angular sep. (deg): 0.319168712534
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1850-0006 with P0 2.191498 Harmonic Number = 2.0 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1854+00 with P0 0.767330 Harmonic Number = 1 Angular sep. (deg): 0.317898829722
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1843-0000 with P0 0.880330 Harmonic Number = 1 Angular sep. (deg): 0.478166999029
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for J1842-0153 with P0 1.054228 Harmonic Number = 1 Angular sep. (deg): 0.531505424427
HTRU-N_set01_cand003638.png,G035.3-04.3_masked_beam1_56289_No27_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003638.png for B1822+00 with P0 0.778949 Harmonic Number = 1 Angular sep. (deg): 0.766637601412
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1850-0031 with P0 0.734185 Harmonic Number = 1 Angular sep. (deg): 0.508874798366
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for B1849+00 with P0 2.180195 Harmonic Number = 2.0 Angular sep. (deg): 0.49961228207
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1852+0033 with P0 11.558713 Harmonic Number = 16.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1901+00 with P0 0.777662 Harmonic Number = 1 Angular sep. (deg): 0.331679318896
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1843-0050 with P0 0.782598 Harmonic Number = 1 Angular sep. (deg): 0.831192495256
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1911+00 with P0 6.940000 Harmonic Number = 8.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1851+0118 with P0 0.906977 Harmonic Number = 1 Angular sep. (deg): 1.21703350304
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for B1907+00 with P0 1.016948 Harmonic Number = 1 Angular sep. (deg): 0.026327211805
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1850+0026 with P0 1.081844 Harmonic Number = 1 Angular sep. (deg): 0.451177252685
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1852+0013 with P0 0.957751 Harmonic Number = 1 Angular sep. (deg): 0.319168712534
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1850-0006 with P0 2.191498 Harmonic Number = 2.0 Angular sep. (deg): 0.339510863399
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1854+00 with P0 0.767330 Harmonic Number = 1 Angular sep. (deg): 0.317898829722
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1843-0000 with P0 0.880330 Harmonic Number = 1 Angular sep. (deg): 0.478166999029
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for J1842-0153 with P0 1.054228 Harmonic Number = 1 Angular sep. (deg): 0.531505424427
HTRU-N_set01_cand003641.png,G035.3-04.3_masked_beam1_56289_No29_DM235.50_1.01ms_Cand.pfd,Possible match HTRU-N_set01_cand003641.png for B1822+00 with P0 0.778949 Harmonic Number = 1 Angular sep. (deg): 0.766637601412
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003652.png,G035.3-04.3_masked_beam1_56289_No32_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003652.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for B1917+00 with P0 1.272260 Harmonic Number = 1 Angular sep. (deg): 0.263341247528
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for J1911+00 with P0 6.940000 Harmonic Number = 5.0 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for J1911+00 with P0 6.940000 Harmonic Number = 6.25 Angular sep. (deg): 0.474689082684
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for J1929+00 with P0 1.166900 Harmonic Number = 1 Angular sep. (deg): 0.42295730882
HTRU-N_set01_cand003658.png,G035.3-04.3_masked_beam1_56289_No34_DM960.90_1.41ms_Cand.pfd,Possible match HTRU-N_set01_cand003658.png for J1910-0112 with P0 1.360603 Harmonic Number = 1 Angular sep. (deg): 0.940565034026
HTRU-N_set01_cand003663.png,G035.3-04.3_masked_beam1_56289_No36_DM506.00_1.67ms_Cand.pfd,Possible match HTRU-N_set01_cand003663.png for J1852+0033 with P0 11.558713 Harmonic Number = 6.25 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003663.png,G035.3-04.3_masked_beam1_56289_No36_DM506.00_1.67ms_Cand.pfd,Possible match HTRU-N_set01_cand003663.png for J1852+0033 with P0 11.558713 Harmonic Number = 8.0 Angular sep. (deg): 0.513795090067
HTRU-N_set01_cand003663.png,G035.3-04.3_masked_beam1_56289_No36_DM506.00_1.67ms_Cand.pfd,Possible match HTRU-N_set01_cand003663.png for J1851-0053 with P0 1.409065 Harmonic Number = 1 Angular sep. (deg): 0.81460922289
HTRU-N_set01_cand003663.png,G035.3-04.3_masked_beam1_56289_No36_DM506.00_1.67ms_Cand.pfd,Possible match HTRU-N_set01_cand003663.png for J1911+00 with P0 6.940000 Harmonic Number = 4.0 Angular sep. (deg): 0.474689082684
