"classification_id","user_name","user_id","user_ip","workflow_id","workflow_name","workflow_version","created_at","gold_standard","expert","metadata","annotations","subject_data","subject_ids"
23492271,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:05 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:22.154Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:25.148Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4708004"":{""retired"":{""id"":3223536,""workflow_id"":2672,""classifications_count"":2,""created_at"":""2016-12-18T17:29:06.056Z"",""updated_at"":""2017-01-07T22:21:48.749Z"",""retired_at"":""2017-01-07T22:21:48.746Z"",""subject_id"":4708004,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""G1145110.JPG"",""subject_id"":""43316""}}",4708004
23492272,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:08 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:25.156Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:28.180Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4753346"":{""retired"":{""id"":3187855,""workflow_id"":2672,""classifications_count"":3,""created_at"":""2016-12-15T22:59:15.810Z"",""updated_at"":""2017-01-04T14:23:55.422Z"",""retired_at"":""2017-01-04T14:23:55.419Z"",""subject_id"":4753346,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""G1942214.JPG"",""subject_id"":""88658""}}",4753346
23492276,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:19 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:28.187Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:39.108Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""JCKLSDSTRPD"",""answers"":{""HWMN"":""1"",""WHCHSDFTHNMLSVSBL"":""LFTSD""},""filters"":{}}]}]","{""4757153"":{""retired"":{""id"":3223538,""workflow_id"":2672,""classifications_count"":5,""created_at"":""2016-12-18T17:29:20.035Z"",""updated_at"":""2017-01-20T15:44:05.504Z"",""retired_at"":""2017-01-20T15:44:05.498Z"",""subject_id"":4757153,""retirement_reason"":null},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""G1980589_2.jpg"",""subject_id"":""92465""}}",4757153
23492277,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:24 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:39.114Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:43.820Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4774813"":{""retired"":{""id"":3115707,""workflow_id"":2672,""classifications_count"":3,""created_at"":""2016-12-12T14:40:28.328Z"",""updated_at"":""2016-12-28T22:08:48.918Z"",""retired_at"":""2016-12-28T22:08:48.910Z"",""subject_id"":4774813,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""G2540842.JPG"",""subject_id"":""110125""}}",4774813
23492281,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:28 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:43.826Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:47.948Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4777860"":{""retired"":{""id"":3223539,""workflow_id"":2672,""classifications_count"":2,""created_at"":""2016-12-18T17:29:28.896Z"",""updated_at"":""2017-01-05T09:25:04.652Z"",""retired_at"":""2017-01-05T09:25:04.649Z"",""subject_id"":4777860,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""G2650840.JPG"",""subject_id"":""113172""}}",4777860
23492282,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:32 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:47.955Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:51.412Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4789240"":{""retired"":{""id"":3137158,""workflow_id"":2672,""classifications_count"":3,""created_at"":""2016-12-13T06:57:31.897Z"",""updated_at"":""2017-01-30T22:54:08.723Z"",""retired_at"":""2017-01-30T22:54:08.678Z"",""subject_id"":4789240,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""H0236798.JPG"",""subject_id"":""124552""}}",4789240
23492284,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:36 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:51.419Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:55.372Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4885099"":{""retired"":{""id"":3223540,""workflow_id"":2672,""classifications_count"":2,""created_at"":""2016-12-18T17:29:36.298Z"",""updated_at"":""2017-01-06T19:52:52.555Z"",""retired_at"":""2017-01-06T19:52:52.551Z"",""subject_id"":4885099,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""I1352656.JPG"",""subject_id"":""220411""}}",4885099
23492286,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:40 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:55.379Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:29:59.228Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4894787"":{""retired"":{""id"":3223541,""workflow_id"":2672,""classifications_count"":2,""created_at"":""2016-12-18T17:29:40.206Z"",""updated_at"":""2016-12-25T12:00:11.611Z"",""retired_at"":""2016-12-25T12:00:11.566Z"",""subject_id"":4894787,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""I2038923.JPG"",""subject_id"":""230099""}}",4894787
23492288,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:43 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:29:59.235Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:30:02.500Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4906639"":{""retired"":{""id"":3223542,""workflow_id"":2672,""classifications_count"":2,""created_at"":""2016-12-18T17:29:43.378Z"",""updated_at"":""2016-12-26T10:11:02.786Z"",""retired_at"":""2016-12-26T10:11:02.782Z"",""subject_id"":4906639,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""I2641585.JPG"",""subject_id"":""241951""}}",4906639
23492290,"missmonkey",4416,"a97823631c2f4e7914a4",2672,"Get Started дус Angola",325.7,"2016-12-18 17:29:46 UTC",NA,NA,"{""session"":""6fc207d09a21ae170ffd954b4839942fe2aeb79aeb75f782694f4a465e93c2cc"",""viewport"":{""width"":1280,""height"":603},""started_at"":""2016-12-18T17:30:02.506Z"",""user_agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393"",""utc_offset"":""0"",""finished_at"":""2016-12-18T17:30:05.764Z"",""live_project"":true,""user_language"":""en"",""user_group_ids"":[],""subject_dimensions"":[{""clientWidth"":631,""clientHeight"":473,""naturalWidth"":819,""naturalHeight"":614}]}","[{""task"":""T0"",""value"":[{""choice"":""NTHNGHR"",""answers"":{},""filters"":{}}]}]","{""4671225"":{""retired"":{""id"":3223543,""workflow_id"":2672,""classifications_count"":3,""created_at"":""2016-12-18T17:29:46.685Z"",""updated_at"":""2017-01-20T15:05:46.662Z"",""retired_at"":""2017-01-20T15:05:46.659Z"",""subject_id"":4671225,""retirement_reason"":""nothing_here""},""origin"":""Southern_Africa"",""s3_url"":""https://s3-eu-west-1.amazonaws.com/pantherabucketlion1/"",""licence"":""Panthera"",""image_name"":""G0442885.JPG"",""subject_id"":""6537""}}",4671225
