line_number,subject_ids,image_number,user_name,workflow_id,workflow_version,classification_id,created_at,elasped_time,image_size,first_task,H palm,flowering,leafless
48130,4982654,20161003_Zone4_S1_332,TheMightyGalactus,3130,1.13,24194337,2017-01-05 14:29:23 UTC,0:01:13,"[2000, 1500]",Yes,"[[858, 210, 123, ""h""], [1121, 1170, 83, ""h""], [198, 375, 91, ""h""]]","[[338, 115, 155, ""f""]]",[]
48490,4982654,20161003_Zone4_S1_332,QI5571b9c1,3130,1.13,24201892,2017-01-05 16:45:39 UTC,0:00:08,"[2000, 1500]",Yes,[],[],[]
49036,4982654,20161003_Zone4_S1_332,QI01efdfeb,3130,1.13,24232671,2017-01-06 00:37:11 UTC,0:00:28,"[2000, 1500]",Yes,"[[1107, 1156, 105, ""h""], [847, 188, 112, ""h""]]","[[293, 63, 241, ""f""]]",[]
50694,4982654,20161003_Zone4_S1_332,Visitor,3130,1.13,24314170,2017-01-07 21:16:25 UTC,0:00:05,"[2000, 1500]",No,[],[],[]
51678,4982654,20161003_Zone4_S1_332,Poly1976,3130,1.13,24377511,2017-01-09 13:47:44 UTC,0:23:30,"[2000, 1500]",Yes,"[[1115, 1180, 91, ""h""], [830, 190, 90, ""h""], [182, 370, 58, ""h""]]",[],[]
12151,4982655,20161003_Zone4_S1_333,jennyr35,3130,1.13,23164876,2016-12-12 15:16:44 UTC,0:00:55,"[2000, 1500]",Yes,"[[907, 1186, 115, ""h""]]","[[143, 934, 161, ""f""], [219, 1354, 194, ""f""], [1204, 1201, 124, ""f""]]","[[848, 349, 193, ""l""], [680, 666, 167, ""l""]]"
14592,4982655,20161003_Zone4_S1_333,Visitor,3130,1.13,23172022,2016-12-12 17:05:22 UTC,0:00:18,"[2000, 1500]",No,[],[],[]
16147,4982655,20161003_Zone4_S1_333,Visitor,3130,1.13,23180851,2016-12-12 18:47:56 UTC,0:01:34,"[2000, 1500]",Yes,"[[1122, 538, 243, ""h""], [914, 1235, 104, ""h""], [157, 826, 123, ""h""]]",[],"[[853, 401, 181, ""l""], [640, 654, 172, ""l""], [1101, 1343, 131, ""l""], [132, 1149, 165, ""l""]]"
18850,4982655,20161003_Zone4_S1_333,venhaus,3130,1.13,23206296,2016-12-13 03:59:01 UTC,0:00:28,"[2000, 1500]",Yes,"[[893, 1208, 116, ""h""]]","[[246, 1355, 296, ""f""], [138, 902, 124, ""f""]]","[[718, 499, 262, ""l""]]"
21165,4982655,20161003_Zone4_S1_333,Visitor,3130,1.13,23230130,2016-12-13 16:36:43 UTC,0:01:41,"[2000, 1500]",Yes,[],[],"[[720, 476, 320, ""l""]]"
27839,4982655,20161003_Zone4_S1_333,Abigail-W,3130,1.13,23389566,2016-12-16 11:14:53 UTC,0:05:40,"[2000, 1500]",Yes,"[[889, 1204, 83, ""h""], [1099, 525, 218, ""h""], [804, 1458, 84, ""h""]]","[[222, 1374, 210, ""f""], [168, 901, 134, ""f""]]","[[582, 650, 101, ""l""], [729, 673, 93, ""l""], [857, 379, 122, ""l""]]"
29954,4982655,20161003_Zone4_S1_333,jskwon,3130,1.13,23432047,2016-12-17 01:44:28 UTC,0:01:06,"[2000, 1500]",Yes,[],"[[1761, 456, 293, ""f""], [139, 933, 158, ""f""], [170, 1327, 92, ""f""]]","[[660, 666, 168, ""l""], [896, 360, 185, ""l""]]"
32953,4982655,20161003_Zone4_S1_333,WiltedLotus,3130,1.13,23502397,2016-12-18 21:43:56 UTC,0:00:36,"[2000, 1500]",Yes,"[[832, 1468, 97, ""h""], [899, 1215, 93, ""h""]]","[[132, 918, 93, ""f""], [263, 1409, 237, ""f""]]","[[711, 488, 277, ""l""]]"
34850,4982655,20161003_Zone4_S1_333,Visitor,3130,1.13,23574511,2016-12-20 08:01:58 UTC,0:02:51,"[2000, 1500]",Yes,"[[1102, 497, 336, ""h""]]",[],[]
37958,4982655,20161003_Zone4_S1_333,Poly1976,3130,1.13,23724877,2016-12-23 13:50:13 UTC,0:00:23,"[2000, 1500]",Yes,"[[886, 1216, 91, ""h""], [825, 1458, 94, ""h""]]","[[249, 1378, 155, ""f""], [125, 910, 96, ""f""]]","[[632, 679, 117, ""l""], [866, 378, 116, ""l""]]"
43552,4982655,20161003_Zone4_S1_333,QIf8b0a272,3130,1.13,24021639,2016-12-31 20:54:52 UTC,0:00:57,"[2000, 1500]",Yes,"[[1129, 605, 196, ""h""], [870, 1199, 132, ""h""], [118, 839, 144, ""h""], [828, 1443, 94, ""h""]]","[[206, 1351, 212, ""f""]]","[[721, 493, 224, ""l""]]"
48411,4982655,20161003_Zone4_S1_333,QI5571b9c1,3130,1.13,24201636,2017-01-05 16:42:59 UTC,0:00:54,"[2000, 1500]",Yes,"[[1146, 566, 127, ""h""]]","[[93, 1351, 141, ""f""], [279, 1343, 174, ""f""], [79, 1008, 216, ""f""]]","[[752, 571, 262, ""l""]]"
48630,4982655,20161003_Zone4_S1_333,QI8d9390e0,3130,1.13,24203403,2017-01-05 16:58:18 UTC,0:00:09,"[2000, 1500]",Yes,"[[1079, 512, 495, ""h""]]",[],[]
49394,4982655,20161003_Zone4_S1_333,rayperry,3130,1.13,24244290,2017-01-06 09:47:35 UTC,0:00:20,"[2000, 1500]",Yes,"[[902, 1237, 76, ""h""], [833, 1456, 106, ""h""]]","[[166, 1253, 349, ""f""]]",[]
58589,4982655,20161003_Zone4_S1_333,amandabarks,3130,1.13,24946065,2017-01-17 20:15:06 UTC,0:06:45,"[2000, 1500]",Yes,"[[1107, 530, 219, ""h""]]",[],"[[837, 400, 163, ""l""], [622, 657, 93, ""l""]]"
18139,4982656,20161003_Zone4_S1_334,pjones82,3130,1.13,23195970,2016-12-12 23:20:42 UTC,0:00:28,"[2000, 1500]",No,[],[],[]
22805,4982656,20161003_Zone4_S1_334,UlaniForan,3130,1.13,23254361,2016-12-14 00:30:21 UTC,0:01:50,"[2000, 1500]",Yes,"[[1821, 582, 326, ""h""], [1107, 1304, 212, ""h""], [71, 68, 84, ""h""]]",[],"[[697, 1262, 299, ""l""], [596, 779, 112, ""l""], [1110, 455, 82, ""l""], [635, 449, 78, ""l""]]"
24358,4982656,20161003_Zone4_S1_334,skmck,3130,1.13,23291061,2016-12-14 17:35:56 UTC,0:04:00,"[2000, 1500]",No,[],[],[]
33415,4982656,20161003_Zone4_S1_334,Visitor,3130,1.13,23521523,2016-12-19 11:11:42 UTC,0:00:40,"[2000, 1500]",Yes,"[[1069, 424, 91, ""h""], [544, 445, 126, ""h""]]",[],"[[544, 1082, 134, ""l""], [853, 1247, 186, ""l""], [601, 1481, 114, ""l""], [565, 794, 92, ""l""]]"
36288,4982656,20161003_Zone4_S1_334,QI5912b15e,3130,1.13,23642088,2016-12-21 14:55:39 UTC,0:00:51,"[2000, 1500]",Yes,"[[1795, 495, 113, ""h""], [1107, 1306, 112, ""h""]]",[],"[[872, 1228, 116, ""l""], [587, 785, 50, ""l""], [591, 1480, 73, ""l""], [780, 1394, 54, ""l""]]"
43633,4982656,20161003_Zone4_S1_334,mariakruglova,3130,1.13,24025924,2016-12-31 23:07:05 UTC,0:00:23,"[2000, 1500]",Yes,"[[1833, 531, 214, ""h""], [1133, 1338, 281, ""h""]]",[],"[[1100, 457, 119, ""l""], [820, 1231, 236, ""l""], [565, 856, 114, ""l""]]"
45846,4982656,20161003_Zone4_S1_334,rayperry,3130,1.13,24114622,2017-01-03 14:54:10 UTC,0:00:11,"[2000, 1500]",No,[],[],[]
56171,4982656,20161003_Zone4_S1_334,Lozang,3130,1.13,24790023,2017-01-15 20:25:33 UTC,0:00:44,"[2000, 1500]",Yes,[],[],"[[843, 1257, 203, ""l""]]"
57458,4982656,20161003_Zone4_S1_334,QI107b462d,3130,1.13,24831389,2017-01-16 20:02:52 UTC,0:00:18,"[2000, 1500]",Yes,"[[1819, 518, 305, ""h""], [1121, 1334, 317, ""h""]]",[],[]
77635,4982656,20161003_Zone4_S1_334,vajeff,3130,1.13,27673891,2017-02-17 04:56:34 UTC,0:00:47,"[2000, 1500]",Yes,[],[],"[[850, 1242, 168, ""l""]]"
78263,4982656,20161003_Zone4_S1_334,QI34d50ec9,3130,1.13,27887098,2017-02-17 18:46:22 UTC,0:01:09,"[2000, 1500]",Yes,"[[1811, 527, 238, ""h""]]","[[1152, 391, 197, ""f""]]","[[1702, 1133, 302, ""l""]]"
82051,4982656,20161003_Zone4_S1_334,runmoscow,3130,1.13,28737750,2017-02-20 11:58:11 UTC,0:00:41,"[2000, 1500]",Yes,"[[1804, 508, 196, ""h""], [1129, 1344, 156, ""h""]]","[[1067, 429, 128, ""f""], [788, 1239, 141, ""f""], [553, 869, 71, ""f""], [582, 463, 76, ""f""]]",[]
83849,4982656,20161003_Zone4_S1_334,mythmaniak,3130,1.13,29105251,2017-02-21 16:40:57 UTC,0:00:44,"[2000, 1500]",Yes,[],[],"[[841, 1253, 185, ""l""]]"
84723,4982656,20161003_Zone4_S1_334,jgoodwin12345,3130,1.13,29161528,2017-02-21 19:42:34 UTC,0:00:24,"[2000, 1500]",Yes,"[[1810, 543, 265, ""h""]]",[],"[[810, 1283, 214, ""l""]]"
86324,4982656,20161003_Zone4_S1_334,Danoba,3130,1.13,29583815,2017-02-23 10:30:42 UTC,0:00:44,"[2000, 1500]",Yes,"[[1789, 530, 235, ""h""], [1095, 1329, 295, ""h""], [79, 82, 117, ""h""]]",[],"[[1079, 440, 162, ""l""], [918, 181, 192, ""l""], [890, 1226, 180, ""l""], [647, 1471, 173, ""l""], [569, 777, 140, ""l""], [1697, 1074, 126, ""l""]]"
14900,4982657,20161003_Zone4_S1_335,perstin,3130,1.13,23173683,2016-12-12 17:21:50 UTC,0:02:02,"[2000, 1500]",Yes,"[[1028, 301, 163, ""h""]]",[],[]
20918,4982657,20161003_Zone4_S1_335,columb,3130,1.13,23225912,2016-12-13 15:36:05 UTC,0:00:36,"[2000, 1500]",Yes,"[[1041, 304, 89, ""h""], [365, 846, 88, ""h""]]",[],[]
21316,4982657,20161003_Zone4_S1_335,rayperry,3130,1.13,23232382,2016-12-13 17:02:51 UTC,0:02:07,"[2000, 1500]",Yes,"[[355, 861, 81, ""h""]]",[],[]
25991,4982657,20161003_Zone4_S1_335,Lerbanen,3130,1.13,23335176,2016-12-15 11:02:35 UTC,0:00:44,"[2000, 1500]",Yes,"[[357, 857, 78, ""h""]]",[],[]
36760,4982657,20161003_Zone4_S1_335,skaterina,3130,1.13,23662358,2016-12-21 21:53:33 UTC,0:00:13,"[2000, 1500]",Yes,"[[1020, 291, 100, ""h""]]",[],[]
37429,4982657,20161003_Zone4_S1_335,Visitor,3130,1.13,23696302,2016-12-22 20:01:02 UTC,0:06:32,"[2000, 1500]",Yes,"[[1031, 377, 236, ""h""]]","[[1768, 209, 377, ""f""]]","[[1615, 1138, 233, ""l""]]"
45729,4982657,20161003_Zone4_S1_335,graham_d,3130,1.13,24108213,2017-01-03 11:22:21 UTC,0:00:18,"[2000, 1500]",Yes,"[[353, 857, 95, ""h""]]",[],[]
53540,4982657,20161003_Zone4_S1_335,Lozang,3130,1.13,24578850,2017-01-12 17:07:53 UTC,0:00:13,"[2000, 1500]",Yes,"[[360, 856, 111, ""h""]]",[],[]
62709,4982657,20161003_Zone4_S1_335,PradanaKumar,3130,1.13,25573178,2017-01-23 17:50:28 UTC,0:00:31,"[2000, 1500]",No,[],[],[]
68052,4982657,20161003_Zone4_S1_335,Creslin73,3130,1.13,26195573,2017-01-31 03:14:46 UTC,0:01:52,"[2000, 1500]",Yes,"[[1037, 318, 254, ""h""]]",[],"[[1612, 1150, 185, ""l""]]"
68927,4982657,20161003_Zone4_S1_335,Visitor,3130,1.13,26432996,2017-02-02 06:17:55 UTC,0:02:03,"[2000, 1500]",Yes,"[[1036, 361, 284, ""h""], [466, 940, 255, ""h""]]","[[1648, 1288, 311, ""f""], [1249, 1345, 240, ""f""], [940, 1310, 171, ""f""], [255, 1342, 296, ""f""], [191, 520, 241, ""f""]]","[[1616, 736, 224, ""l""], [634, 657, 189, ""l""], [1084, 905, 183, ""l""]]"
72556,4982657,20161003_Zone4_S1_335,Bigxstudio,3130,1.13,26836129,2017-02-08 18:56:27 UTC,0:00:17,"[2000, 1500]",Yes,"[[1033, 312, 106, ""h""]]",[],[]
91165,4982657,20161003_Zone4_S1_335,Poly1976,3130,1.13,30370803,2017-02-28 14:32:22 UTC,0:00:15,"[2000, 1500]",Yes,"[[1053, 319, 109, ""h""], [357, 851, 104, ""h""]]",[],[]
91186,4982657,20161003_Zone4_S1_335,Visitor,3130,1.13,30378191,2017-02-28 15:45:17 UTC,0:03:06,"[2000, 1500]",Yes,"[[995, 357, 263, ""h""], [355, 846, 105, ""h""]]","[[1545, 1158, 315, ""f""], [176, 1260, 148, ""f""]]","[[1142, 1314, 122, ""l""], [1683, 219, 64, ""l""]]"
92861,4982657,20161003_Zone4_S1_335,kerstynperrett,3130,1.13,30897796,2017-03-01 23:12:15 UTC,0:00:05,"[2000, 1500]",No,[],[],[]
14121,4982658,20161003_Zone4_S1_336,owen_s,3130,1.13,23170047,2016-12-12 16:40:06 UTC,0:00:18,"[2000, 1500]",Yes,"[[1041, 1458, 193, ""h""]]",[],[]
28748,4982658,20161003_Zone4_S1_336,jneedham,3130,1.13,23405160,2016-12-16 18:00:42 UTC,0:00:30,"[2000, 1500]",Yes,"[[1031, 1455, 244, ""h""]]",[],[]
29101,4982658,20161003_Zone4_S1_336,WiltedLotus,3130,1.13,23411319,2016-12-16 19:15:41 UTC,0:00:12,"[2000, 1500]",No,[],[],[]
34830,4982658,20161003_Zone4_S1_336,zwoelfundeinsOktavistRein,3130,1.13,23573777,2016-12-20 07:06:24 UTC,0:04:23,"[2000, 1500]",Yes,"[[1010, 1381, 223, ""h""], [1425, 395, 123, ""h""]]","[[406, 809, 189, ""f""]]","[[434, 161, 218, ""l""], [1207, 527, 89, ""l""]]"
38898,4982658,20161003_Zone4_S1_336,ObanSprindo,3130,1.13,23783713,2016-12-25 12:08:56 UTC,0:00:08,"[2000, 1500]",No,[],[],[]
41429,4982658,20161003_Zone4_S1_336,rayperry,3130,1.13,23927065,2016-12-29 10:27:14 UTC,0:00:17,"[2000, 1500]",No,[],[],[]
53464,4982658,20161003_Zone4_S1_336,Lozang,3130,1.13,24576506,2017-01-12 16:37:47 UTC,0:00:08,"[2000, 1500]",No,[],[],[]
53762,4982658,20161003_Zone4_S1_336,graham_d,3130,1.13,24595749,2017-01-12 20:14:08 UTC,0:00:12,"[2000, 1500]",Yes,"[[1038, 1453, 90, ""h""]]",[],[]
63227,4982658,20161003_Zone4_S1_336,pappea,3130,1.13,25624112,2017-01-24 09:23:10 UTC,0:01:04,"[2000, 1500]",No,[],[],[]
74506,4982658,20161003_Zone4_S1_336,jmfreeman4,3130,1.13,27049718,2017-02-13 00:33:47 UTC,0:00:26,"[2000, 1500]",Yes,"[[1011, 1395, 196, ""h""]]","[[1629, 1095, 361, ""f""], [469, 785, 196, ""f""], [158, 1157, 136, ""f""]]",[]
76679,4982658,20161003_Zone4_S1_336,xxerox,3130,1.13,27342301,2017-02-16 09:11:53 UTC,0:00:10,"[2000, 1500]",No,[],[],[]
76808,4982658,20161003_Zone4_S1_336,Visitor,3130,1.13,27421097,2017-02-16 16:00:34 UTC,0:02:27,"[2000, 1500]",No,[],[],[]
77526,4982658,20161003_Zone4_S1_336,marcolara,3130,1.13,27653873,2017-02-17 03:20:10 UTC,0:00:15,"[2000, 1500]",Yes,[],"[[1601, 1076, 169, ""f""]]","[[523, 173, 140, ""l""]]"
79022,4982658,20161003_Zone4_S1_336,AlchemK,3130,1.13,28138431,2017-02-18 17:21:40 UTC,0:00:05,"[2000, 1500]",No,[],[],[]
81531,4982658,20161003_Zone4_S1_336,Amber10,3130,1.13,28642432,2017-02-20 01:00:00 UTC,0:00:14,"[2000, 1500]",Yes,"[[952, 1368, 212, ""h""]]",[],[]
12040,4982659,20161003_Zone4_S1_337,meceyildirim,3130,1.13,23164431,2016-12-12 15:08:59 UTC,0:00:11,"[2000, 1500]",No,[],[],[]
20982,4982659,20161003_Zone4_S1_337,columb,3130,1.13,23226368,2016-12-13 15:44:46 UTC,0:00:14,"[2000, 1500]",No,[],[],[]
21222,4982659,20161003_Zone4_S1_337,Biologyarcher,3130,1.13,23230728,2016-12-13 16:44:06 UTC,0:00:07,"[2000, 1500]",No,[],[],[]
21841,4982659,20161003_Zone4_S1_337,QIff350988,3130,1.13,23241531,2016-12-13 19:49:10 UTC,0:01:25,"[2000, 1500]",No,[],[],[]
23756,4982659,20161003_Zone4_S1_337,haboutaj,3130,1.13,23276344,2016-12-14 14:35:18 UTC,0:03:05,"[2000, 1500]",No,[],[],[]
30201,4982659,20161003_Zone4_S1_337,robin_ward,3130,1.13,23436215,2016-12-17 04:20:15 UTC,0:00:09,"[2000, 1500]",No,[],[],[]
30614,4982659,20161003_Zone4_S1_337,Duccea,3130,1.13,23444190,2016-12-17 11:56:40 UTC,0:00:04,"[2000, 1500]",No,[],[],[]
38849,4982659,20161003_Zone4_S1_337,StrongMay,3130,1.13,23783226,2016-12-25 11:47:55 UTC,0:00:26,"[2000, 1500]",No,[],[],[]
44914,4982659,20161003_Zone4_S1_337,rayperry,3130,1.13,24077428,2017-01-02 15:40:49 UTC,0:00:40,"[2000, 1500]",Yes,[],"[[70, 343, 175, ""f""]]",[]
48525,4982659,20161003_Zone4_S1_337,QI5571b9c1,3130,1.13,24202036,2017-01-05 16:46:40 UTC,0:00:08,"[2000, 1500]",Yes,[],[],[]
53615,4982659,20161003_Zone4_S1_337,Lozang,3130,1.13,24581743,2017-01-12 17:40:44 UTC,0:00:08,"[2000, 1500]",No,[],[],[]
57594,4982659,20161003_Zone4_S1_337,QI107b462d,3130,1.13,24833612,2017-01-16 20:48:39 UTC,0:03:03,"[2000, 1500]",Yes,"[[1340, 1008, 57, ""h""], [1465, 1056, 61, ""h""]]",[],[]
66855,4982659,20161003_Zone4_S1_337,QI6b05001b,3130,1.13,25998180,2017-01-28 18:02:51 UTC,0:00:03,"[2000, 1500]",No,[],[],[]
67622,4982659,20161003_Zone4_S1_337,Bigxstudio,3130,1.13,26151692,2017-01-30 17:23:24 UTC,0:00:06,"[2000, 1500]",No,[],[],[]
70306,4982659,20161003_Zone4_S1_337,Biofranz,3130,1.13,26599487,2017-02-04 22:25:43 UTC,0:00:14,"[2000, 1500]",No,[],[],[]
13056,4982660,20161003_Zone4_S1_338,Ferchador,3130,1.13,23167184,2016-12-12 15:54:47 UTC,0:00:49,"[2000, 1500]",Yes,[],"[[511, 1392, 158, ""f""], [1876, 113, 163, ""f""]]","[[875, 409, 135, ""l""]]"
13729,4982660,20161003_Zone4_S1_338,Visitor,3130,1.13,23169043,2016-12-12 16:25:32 UTC,0:00:43,"[2000, 1500]",No,[],[],[]
14055,4982660,20161003_Zone4_S1_338,rsmart1,3130,1.13,23169846,2016-12-12 16:37:10 UTC,0:00:18,"[2000, 1500]",No,[],[],[]
17868,4982660,20161003_Zone4_S1_338,Visitor,3130,1.13,23193848,2016-12-12 22:23:11 UTC,0:00:10,"[2000, 1500]",No,[],[],[]
18218,4982660,20161003_Zone4_S1_338,QI9e4eec3a,3130,1.13,23197586,2016-12-12 23:57:32 UTC,0:02:11,"[2000, 1500]",Yes,"[[629, 33, 141, ""h""], [505, 1368, 158, ""h""]]",[],[]
21201,4982660,20161003_Zone4_S1_338,Biologyarcher,3130,1.13,23230482,2016-12-13 16:41:24 UTC,0:00:05,"[2000, 1500]",No,[],[],[]
26734,4982660,20161003_Zone4_S1_338,dweilant,3130,1.13,23358200,2016-12-15 19:43:34 UTC,0:00:52,"[2000, 1500]",Yes,"[[282, 422, 83, ""h""]]",[],"[[895, 425, 109, ""l""]]"
29748,4982660,20161003_Zone4_S1_338,Jan225,3130,1.13,23425842,2016-12-16 23:07:43 UTC,0:00:17,"[2000, 1500]",No,[],[],[]
37389,4982660,20161003_Zone4_S1_338,Iwaaa,3130,1.13,23689619,2016-12-22 17:53:32 UTC,0:00:21,"[2000, 1500]",Yes,[],[],"[[883, 395, 114, ""l""]]"
37654,4982660,20161003_Zone4_S1_338,delucchi,3130,1.13,23708224,2016-12-23 00:45:19 UTC,0:00:37,"[2000, 1500]",Yes,[],"[[686, 64, 148, ""f""]]",[]
43001,4982660,20161003_Zone4_S1_338,rixrox,3130,1.13,24001334,2016-12-31 04:46:42 UTC,0:01:09,"[2000, 1500]",Yes,[],"[[756, 3, 201, ""f""], [516, 1376, 160, ""f""]]",[]
56905,4982660,20161003_Zone4_S1_338,rayperry,3130,1.13,24809254,2017-01-16 08:31:38 UTC,0:00:16,"[2000, 1500]",No,[],[],[]
59346,4982660,20161003_Zone4_S1_338,Poly1976,3130,1.13,25064935,2017-01-18 14:21:16 UTC,0:00:06,"[2000, 1500]",No,[],[],[]
63573,4982660,20161003_Zone4_S1_338,QI82ebe266,3130,1.13,25676329,2017-01-24 20:39:14 UTC,0:00:28,"[2000, 1500]",Yes,"[[272, 426, 80, ""h""]]","[[1075, 849, 95, ""f""], [848, 1258, 152, ""f""], [1377, 1017, 99, ""f""], [1072, 443, 64, ""f""], [1680, 1202, 63, ""f""], [1375, 1247, 79, ""f""], [1075, 1446, 78, ""f""], [1408, 283, 73, ""f""]]","[[879, 387, 75, ""l""], [1221, 65, 59, ""l""]]"
68230,4982660,20161003_Zone4_S1_338,QIa4ba3663,3130,1.13,26247717,2017-01-31 17:36:02 UTC,0:00:20,"[2000, 1500]",No,[],[],[]
