classification_id,subject_ids,created_at,user_name,user_ip,choice,how_many,behaviours,any_young,any_horns,don't_care,subject_species,all_choices
71518689,13118616,2017-09-22 15:53:21 UTC,not-logged-in-6f88714c602d4335d94e,6f88714c602d4335d94e,CARACAL,1,['STANDING'],NO,,,13118616CARACAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519431,13118616,2017-09-22 15:58:23 UTC,Pmason,efdcc30d02f11ba73442,CARACAL,1,['STANDING'],NO,,,13118616CARACAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519817,13118616,2017-09-22 16:01:19 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,CARACAL,1,['STANDING'],NO,,,13118616CARACAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71520126,13118616,2017-09-22 16:03:59 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,CARACAL,1,['STANDING'],NO,,,13118616CARACAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71522623,13118616,2017-09-22 16:29:35 UTC,Pmason,efdcc30d02f11ba73442,CARACAL,1,['STANDING'],NO,,,13118616CARACAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71597279,13118616,2017-09-23 14:26:24 UTC,Pmason,b476e8ea31686628eeef,CARACAL,1,['STANDING'],NO,,,13118616CARACAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71597279,13118616,2017-09-23 14:26:24 UTC,Pmason,b476e8ea31686628eeef,HARE,1,['MOVING'],NO,,,13118616HARE,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71426967,13118617,2017-09-21 19:40:09 UTC,Pmason,05acb419b0613c3276ba,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71518933,13118617,2017-09-22 15:54:59 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519312,13118617,2017-09-22 15:57:27 UTC,Pmason,efdcc30d02f11ba73442,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519577,13118617,2017-09-22 15:59:35 UTC,4u2c,efdcc30d02f11ba73442,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519914,13118617,2017-09-22 16:02:07 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71520109,13118617,2017-09-22 16:03:47 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71522306,13118617,2017-09-22 16:26:26 UTC,Pmason,efdcc30d02f11ba73442,CIVET,1,['STANDING'],NO,,,13118617CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71783557,13118617,2017-09-25 22:12:06 UTC,Pmason,03c81eac4333c2eae2a9,CIVET,51,['INTERACTING'],YES,,,13118617CIVET,"[1, [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], [0, 0, 0, 0, 0], [1, 0], [0, 0], [0, 0]]]"
71426706,13118618,2017-09-21 19:37:22 UTC,Pmason,05acb419b0613c3276ba,CIVET,1,['MOVING'],NO,,,13118618CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519089,13118618,2017-09-22 15:55:56 UTC,Pmason,efdcc30d02f11ba73442,GENET,1,['MOVING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519603,13118618,2017-09-22 15:59:51 UTC,4u2c,efdcc30d02f11ba73442,GENET,1,['MOVING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519892,13118618,2017-09-22 16:01:53 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,GENET,1,['MOVING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71520091,13118618,2017-09-22 16:03:35 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,GENET,1,['STANDING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71522454,13118618,2017-09-22 16:28:01 UTC,Pmason,efdcc30d02f11ba73442,GENET,1,['STANDING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71597200,13118618,2017-09-23 14:24:34 UTC,Pmason,b476e8ea31686628eeef,GENET,1,['STANDING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
72280099,13118618,2017-09-29 07:40:29 UTC,yli,aa7e6ef6e2bb255026a9,GENET,1,['MOVING'],NO,,,13118618GENET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71597200,13118618,2017-09-23 14:24:34 UTC,Pmason,b476e8ea31686628eeef,HIPPOPOTAMUS,3,['MOVING'],NO,,,13118618HIPPOPOTAMUS,"[0, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71516194,13118619,2017-09-22 15:33:20 UTC,Pmason,6f88714c602d4335d94e,AARDVARK,1,['MOVING'],NO,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519353,13118619,2017-09-22 15:57:48 UTC,Pmason,efdcc30d02f11ba73442,AARDVARK,1,['MOVING'],NO,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519642,13118619,2017-09-22 16:00:12 UTC,4u2c,efdcc30d02f11ba73442,AARDVARK,1,['MOVING'],NO,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71519843,13118619,2017-09-22 16:01:30 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,AARDVARK,1,['MOVING'],NO,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71520064,13118619,2017-09-22 16:03:17 UTC,not-logged-in-efdcc30d02f11ba73442,efdcc30d02f11ba73442,AARDVARK,1,['MOVING'],NO,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71522562,13118619,2017-09-22 16:29:01 UTC,Pmason,efdcc30d02f11ba73442,AARDVARK,1,['MOVING'],NO,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
71597228,13118619,2017-09-23 14:25:20 UTC,Pmason,b476e8ea31686628eeef,AARDVARK,1,['MOVING'],,,,13118619AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0], [0, 0], [0, 0]]]"
71783538,13118619,2017-09-25 22:11:48 UTC,Pmason,03c81eac4333c2eae2a9,AARDVARK,1150,"['RESTING', 'INTERACTING']",NO,,,13118619AARDVARK,"[1, [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603309,13689913,2017-10-15 22:11:15 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,1,['MOVING'],NO,YES,,13689913ELAND,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74604510,13689913,2017-10-15 22:24:21 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,1,['MOVING'],NO,YES,,13689913ELAND,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74605309,13689913,2017-10-15 22:11:15 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,1,['MOVING'],NO,YES,,13689913ELAND,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74605510,13689913,2017-10-15 22:24:21 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,1,['MOVING'],NO,YES,,13689913ELAND,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74606309,13689913,2017-10-15 22:11:15 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,1,['MOVING'],NO,YES,,13689913ELAND,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74606510,13689913,2017-10-15 22:24:21 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,1,['MOVING'],NO,YES,,13689913ELAND,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74603309,13689913,2017-10-15 22:11:15 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,1,['MOVING'],NO,YES,,13689913IMPALA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74604510,13689913,2017-10-15 22:24:21 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,1,['MOVING'],NO,YES,,13689913IMPALA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74605309,13689913,2017-10-15 22:11:15 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,1,['MOVING'],NO,YES,,13689913IMPALA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74605510,13689913,2017-10-15 22:24:21 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,1,['MOVING'],NO,YES,,13689913IMPALA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74606309,13689913,2017-10-15 22:11:15 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,1,['MOVING'],NO,YES,,13689913IMPALA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74606510,13689913,2017-10-15 22:24:21 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,1,['MOVING'],NO,YES,,13689913IMPALA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74602712,13689917,2017-10-15 22:05:24 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,3,['EATING'],NO,YES,,13689917ELAND,"[1, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74605712,13689917,2017-10-15 22:05:24 UTC,Pmason,94df5eeac006bf3edd6d,ELAND,3,['EATING'],NO,YES,,13689917ELAND,"[1, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74602800,13689917,2017-10-15 22:06:12 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,4,['EATING'],NO,YES,,13689917IMPALA,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74603583,13689917,2017-10-15 22:14:44 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,4,"['EATING', 'STANDING']",NO,NO,,13689917IMPALA,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 1], [0, 0]]]"
74605800,13689917,2017-10-15 22:06:12 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,4,['EATING'],NO,YES,,13689917IMPALA,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74605583,13689917,2017-10-15 22:14:44 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,4,"['EATING', 'STANDING']",NO,NO,,13689917IMPALA,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 1], [0, 0]]]"
74606800,13689917,2017-10-15 22:06:12 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,4,['EATING'],NO,YES,,13689917IMPALA,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74606583,13689917,2017-10-15 22:14:44 UTC,Pmason,94df5eeac006bf3edd6d,IMPALA,4,"['EATING', 'STANDING']",NO,NO,,13689917IMPALA,"[1, [[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 1], [0, 0]]]"
74602105,13689921,2017-10-15 21:58:36 UTC,Pmason,94df5eeac006bf3edd6d,HUMAN,,['INTERACTING'],NO,,,13689921HUMAN,"[1, [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602852,13689921,2017-10-15 22:06:41 UTC,Pmason,94df5eeac006bf3edd6d,HUMAN,,"['MOVING', 'INTERACTING']",NO,,,13689921HUMAN,"[1, [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603615,13689921,2017-10-15 22:15:03 UTC,Pmason,94df5eeac006bf3edd6d,HUMAN,,"['MOVING', 'INTERACTING']",NO,,,13689921HUMAN,"[1, [[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603491,13689925,2017-10-15 22:13:41 UTC,Pmason,94df5eeac006bf3edd6d,AARDVARK,1,['MOVING'],NO,,,13689925AARDVARK,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604086,13689925,2017-10-15 22:20:01 UTC,Pmason,94df5eeac006bf3edd6d,BABOON,1,['MOVING'],NO,,,13689925BABOON,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74604206,13689925,2017-10-15 22:21:05 UTC,Pmason,94df5eeac006bf3edd6d,BUSHPIG,1,['MOVING'],,,,13689925BUSHPIG,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 0], [0, 0], [0, 0]]]"
74604604,13689925,2017-10-15 22:25:21 UTC,Pmason,94df5eeac006bf3edd6d,HARE,1,['MOVING'],NO,,,13689925HARE,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602189,13689925,2017-10-15 21:59:17 UTC,Pmason,94df5eeac006bf3edd6d,HYENA,1,['MOVING'],NO,,,13689925HYENA,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603242,13689925,2017-10-15 22:10:17 UTC,Pmason,94df5eeac006bf3edd6d,JACKAL,1,['MOVING'],NO,,,13689925JACKAL,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602628,13689928,2017-10-15 22:04:17 UTC,Pmason,94df5eeac006bf3edd6d,HARE,1,['RESTING'],NO,YES,,13689928HARE,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602926,13689928,2017-10-15 22:07:21 UTC,Pmason,94df5eeac006bf3edd6d,HARE,1,['RESTING'],NO,,,13689928HARE,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74603954,13689928,2017-10-15 22:18:40 UTC,Pmason,94df5eeac006bf3edd6d,HARE,1,['RESTING'],NO,,,13689928HARE,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74602628,13689928,2017-10-15 22:04:17 UTC,Pmason,94df5eeac006bf3edd6d,HARTEBEEST,1,['STANDING'],NO,YES,,13689928HARTEBEEST,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74602926,13689928,2017-10-15 22:07:21 UTC,Pmason,94df5eeac006bf3edd6d,HARTEBEEST,1,"['EATING', 'STANDING']",NO,YES,,13689928HARTEBEEST,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74603459,13689928,2017-10-15 22:13:19 UTC,Pmason,94df5eeac006bf3edd6d,HARTEBEEST,1,"['STANDING', 'EATING']",NO,YES,,13689928HARTEBEEST,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74603954,13689928,2017-10-15 22:18:40 UTC,Pmason,94df5eeac006bf3edd6d,HARTEBEEST,1,"['STANDING', 'EATING']",NO,YES,,13689928HARTEBEEST,"[0, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74604301,13689928,2017-10-15 22:21:59 UTC,Pmason,94df5eeac006bf3edd6d,HARTEBEEST,1,"['STANDING', 'EATING']",NO,YES,,13689928HARTEBEEST,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74604407,13689928,2017-10-15 22:23:12 UTC,Pmason,94df5eeac006bf3edd6d,HARTEBEEST,1,"['STANDING', 'EATING']",NO,YES,,13689928HARTEBEEST,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [1, 0], [0, 0]]]"
74602404,13689932,2017-10-15 22:01:40 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,1,['MOVING'],NO,,YES,13689932HONEYBADGER,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [1, 0]]]"
74603149,13689932,2017-10-15 22:09:24 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,1,['MOVING'],NO,,YES,13689932HONEYBADGER,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [1, 0]]]"
74603681,13689932,2017-10-15 22:15:37 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,1,['MOVING'],NO,,YES,13689932HONEYBADGER,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [1, 0]]]"
74604673,13689932,2017-10-15 22:26:25 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,1,['MOVING'],NO,,NO,13689932HONEYBADGER,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
74603431,13689935,2017-10-15 22:12:54 UTC,Pmason,94df5eeac006bf3edd6d,CIVET,1,['MOVING'],NO,,,13689935CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74605431,13689935,2017-10-15 22:12:54 UTC,Pmason,94df5eeac006bf3edd6d,CIVET,1,['MOVING'],NO,,,13689935CIVET,"[1, [[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 0]]]"
74601995,13689935,2017-10-15 21:57:45 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,2,"['STANDING', 'MOVING', 'INTERACTING']",NO,,YES,13689935HONEYBADGER,"[1, [[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [1, 0]]]"
74603218,13689935,2017-10-15 22:09:57 UTC,Pmason,94df5eeac006bf3edd6d,HONEYBADGER,3,"['MOVING', 'STANDING', 'INTERACTING']",NO,,NO,13689935HONEYBADGER,"[1, [[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0], [0, 1], [0, 0], [0, 1]]]"
