subject_id,project_id,workflow_ids,subject_set_id,metadata,locations,classifications_by_workflow,retired_in_workflow
1977902,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_8.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_8.jpeg"",""center_lat"":""0.10067264854537636"",""center_lon"":""-80.00803714252076"",""upper_left_lat"":""0.11423934791608761"",""upper_left_lon"":""-80.02151788146432"",""bottom_left_lat"":""0.08710676925790314"",""bottom_left_lon"":""-80.02151869025887"",""upper_right_lat"":""0.11423841082590082"",""upper_right_lon"":""-79.99455558369071"",""bottom_right_lat"":""0.08710605473303316"",""bottom_right_lon"":""-79.99455641476276""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b2734109-e774-490d-b03f-a80a4b1f52d4.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/58827ba8-e2d1-4613-b961-d1ba03d3297f.jpeg""}","{""1778"":31}",[1778]
1977903,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_9.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_9.jpeg"",""center_lat"":""0.08710641442216244"",""center_lon"":""-80.00803752486462"",""upper_left_lat"":""0.10067305864448238"",""upper_left_lon"":""-80.02151831310918"",""bottom_left_lat"":""0.07354047977184323"",""bottom_left_lon"":""-80.02151901291344"",""upper_right_lat"":""0.10067223283699797"",""upper_right_lon"":""-79.99455602722485"",""bottom_right_lat"":""0.07353987652951163"",""bottom_right_lon"":""-79.99455674630457""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c1dffbf3-15b1-43f1-84d2-3aa636753085.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1b3ad054-eb3f-4368-ae09-4ed2698444d8.jpeg""}","{""1778"":31}",[1778]
1977904,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_10.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_10.jpeg"",""center_lat"":""0.07354018019943008"",""center_lon"":""-80.00803785196285"",""upper_left_lat"":""0.08710676925790314"",""upper_left_lon"":""-80.02151869025887"",""bottom_left_lat"":""0.059974190201796056"",""bottom_left_lon"":""-80.02151928107304"",""upper_right_lat"":""0.08710605473303316"",""upper_right_lon"":""-79.99455641476276"",""bottom_right_lat"":""0.05997369824193858"",""bottom_right_lon"":""-79.99455702185035""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/66bd3971-ec7b-4519-a9d3-8eea9b27032d.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/5d4de802-6c0a-4e5b-863e-a214d46295fd.jpeg""}","{""1778"":37}",[1778]
1977905,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_11.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_11.jpeg"",""center_lat"":""0.059973945892678536"",""center_lon"":""-80.00803812381558"",""upper_left_lat"":""0.07354047977184323"",""upper_left_lon"":""-80.02151901291344"",""bottom_left_lat"":""0.04640790056325503"",""bottom_left_lon"":""-80.02151949473769"",""upper_right_lat"":""0.07353987652951163"",""upper_right_lon"":""-79.99455674630457"",""bottom_right_lat"":""0.04640751988581931"",""bottom_right_lon"":""-79.99455724140019""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7912dce7-ad72-4983-83c5-9b704447313e.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/73407342-1c95-4a86-9158-bae93a66c56a.jpeg""}","{""1778"":24}",[1778]
1977906,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_12.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_12.jpeg"",""center_lat"":""0.04640771151740715"",""center_lon"":""-80.00803834042286"",""upper_left_lat"":""0.059974190201796056"",""upper_left_lon"":""-80.02151928107304"",""bottom_left_lat"":""0.03284161087171361"",""bottom_left_lon"":""-80.02151965390746"",""upper_right_lat"":""0.05997369824193858"",""upper_right_lon"":""-79.99455702185035"",""bottom_right_lat"":""0.03284134147665911"",""bottom_right_lon"":""-79.99455740495415""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f142b0ed-2702-4aed-8414-46ece53c8fda.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a5df0a39-499d-485f-b3f5-30f6137d7c3d.jpeg""}","{""1778"":412}",[1778]
1977907,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_13.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_13.jpeg"",""center_lat"":""0.032841477089115244"",""center_lon"":""-80.00803850178474"",""upper_left_lat"":""0.04640790056325503"",""upper_left_lon"":""-80.02151949473769"",""bottom_left_lat"":""0.01927532114266528"",""bottom_left_lon"":""-80.02151975858241"",""upper_right_lat"":""0.04640751988581931"",""upper_right_lon"":""-79.99455724140019"",""bottom_right_lat"":""0.01927516302996331"",""bottom_right_lon"":""-79.99455751251227""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7137772c-1984-4f07-995a-02b747928d8e.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3a8d49a1-ebce-41da-9cbe-8d3ea5f20005.jpeg""}","{""1778"":25}",[1778]
1977908,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_14.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_14.jpeg"",""center_lat"":""0.01927524262330217"",""center_lon"":""-80.0080386079013"",""upper_left_lat"":""0.03284161087171361"",""upper_left_lon"":""-80.02151965390746"",""bottom_left_lat"":""0.005709031391603415"",""bottom_left_lon"":""-80.02151980876255"",""upper_right_lat"":""0.03284134147665911"",""upper_right_lon"":""-79.99455740495415"",""bottom_right_lat"":""0.005708984561237143"",""bottom_right_lon"":""-79.99455756407458""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/22b9ba0e-349a-49d0-abc8-00890e463ed4.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/fa451b1d-b5e8-4e8d-8804-7a8b1e54c2ed.jpeg""}","{""1778"":28}",[1778]
1977909,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_15.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_15.jpeg"",""center_lat"":""0.005709008135467202"",""center_lon"":""-80.00803865877253"",""upper_left_lat"":""0.01927532114266528"",""upper_left_lon"":""-80.02151975858241"",""bottom_left_lat"":""-0.007857258365978483"",""bottom_left_lon"":""-80.02151980444793"",""upper_right_lat"":""0.01927516302996331"",""upper_right_lon"":""-79.99455751251227"",""bottom_right_lat"":""-0.007857193914014045"",""bottom_right_lon"":""-79.99455755964111""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/aeaf65ea-50e6-4fe2-b715-083121204925.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/52a14190-ebbe-4164-8c39-940b51d924e2.jpeg""}","{""1778"":34}",[1778]
1977910,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_7_16.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_7_16.jpeg"",""center_lat"":""-0.007857226358890274"",""center_lon"":""-80.00803865439848"",""upper_left_lat"":""0.005709031391603415"",""upper_left_lon"":""-80.02151980876255"",""bottom_left_lat"":""-0.021423548114586948"",""bottom_left_lon"":""-80.0215197456385"",""upper_right_lat"":""0.005708984561237143"",""upper_right_lon"":""-79.99455756407458"",""bottom_right_lat"":""-0.021423372380284942"",""bottom_right_lon"":""-79.99455749921184""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/99e64e2b-bc32-413e-9aa9-492897b695e8.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/81307784-ccd5-4455-a4bb-7959a2f00a5a.jpeg""}","{""1778"":28}",[1778]
1977911,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_0.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_0.jpeg"",""center_lat"":""0.2092016522240523"",""center_lon"":""-79.9945509110454"",""upper_left_lat"":""0.22276874861860296"",""upper_left_lon"":""-80.00803121535111"",""bottom_left_lat"":""0.1956362833194228"",""bottom_left_lon"":""-80.0080329192259"",""upper_right_lat"":""0.22276689643793862"",""upper_right_lon"":""-79.98106887976576"",""bottom_right_lat"":""0.19563465672977523"",""bottom_right_lon"":""-79.98107062993365""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/06294c71-ba12-4ff9-93be-75a0d5251fb0.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7d8a719c-fb06-4893-830f-27fb55b20e3f.jpeg""}","{""1778"":35}",[1778]
1977912,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_1.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_1.jpeg"",""center_lat"":""0.19563547547472712"",""center_lon"":""-79.99455174655736"",""upper_left_lat"":""0.20920251608851823"",""upper_left_lon"":""-80.00803209491205"",""bottom_left_lat"":""0.18207005032681575"",""bottom_left_lon"":""-80.00803368829283"",""upper_right_lat"":""0.20920077670345488"",""upper_right_lon"":""-79.98106978322377"",""bottom_right_lat"":""0.18206853653241079"",""bottom_right_lon"":""-79.98107141989563""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c4dbfd2f-b6b5-4029-bbec-443396b8f31a.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/a59abe0c-b172-4258-a572-78a43903556c.jpeg""}","{""1778"":25}",[1778]
1977913,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_2.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_2.jpeg"",""center_lat"":""0.1820692985018043"",""center_lon"":""-79.99455252607193"",""upper_left_lat"":""0.1956362833194228"",""upper_left_lon"":""-80.0080329192259"",""bottom_left_lat"":""0.16850381712619605"",""bottom_left_lon"":""-80.00803440211311"",""upper_right_lat"":""0.19563465672977523"",""upper_right_lon"":""-79.98107062993365"",""bottom_right_lat"":""0.16850241612687253"",""bottom_right_lon"":""-79.9810721531099""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/55733f7a-e231-400f-9898-a13d54826b8c.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/2513a8fa-b5df-47de-949b-ae96b05cdb52.jpeg""}","{""1778"":29}",[1778]
1977914,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_3.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_3.jpeg"",""center_lat"":""0.1685031213207888"",""center_lon"":""-79.9945532495893"",""upper_left_lat"":""0.18207005032681575"",""upper_left_lon"":""-80.00803368829283"",""bottom_left_lat"":""0.1549375837330627"",""bottom_left_lon"":""-80.00803506068691"",""upper_right_lat"":""0.18206853653241079"",""upper_right_lon"":""-79.98107141989563"",""bottom_right_lat"":""0.1549362955286714"",""bottom_right_lon"":""-79.9810728295767""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/586ab040-c36d-41a0-8fda-014e62340c0e.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/29f70a1e-092e-4b4a-84ad-bdcdec5c5295.jpeg""}","{""1778"":28}",[1778]
1977915,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_4.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_4.jpeg"",""center_lat"":""0.15493694394718555"",""center_lon"":""-79.99455391710968"",""upper_left_lat"":""0.16850381712619605"",""upper_left_lon"":""-80.00803440211311"",""bottom_left_lat"":""0.14137135016291494"",""bottom_left_lon"":""-80.0080356640144"",""upper_right_lat"":""0.16850241612687253"",""upper_right_lon"":""-79.9810721531099"",""bottom_right_lat"":""0.1413701747533187"",""bottom_right_lon"":""-79.9810734492962""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/67ed1e5f-eb73-49e3-afc9-9290341a3aed.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/72732b60-705a-4cdd-8769-e09183b1b4da.jpeg""}","{""1778"":28}",[1778]
1977916,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_5.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_5.jpeg"",""center_lat"":""0.14137076639649976"",""center_lon"":""-79.99455452863329"",""upper_left_lat"":""0.1549375837330627"",""upper_left_lon"":""-80.00803506068691"",""bottom_left_lat"":""0.12780511643125186"",""bottom_left_lon"":""-80.0080362120958"",""upper_right_lat"":""0.1549362955286714"",""upper_right_lon"":""-79.9810728295767"",""bottom_right_lat"":""0.1278040538163255"",""bottom_right_lon"":""-79.98107401226858""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/0a20ffd7-d597-49de-9bb5-3c9b01cbace6.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f64ce74e-c86c-4ede-8c4e-073468904bba.jpeg""}","{""1778"":29}",[1778]
1977917,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_6.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_6.jpeg"",""center_lat"":""0.12780458868423644"",""center_lon"":""-79.99455508416024"",""upper_left_lat"":""0.14137135016291494"",""upper_left_lon"":""-80.0080356640144"",""bottom_left_lat"":""0.11423888255357258"",""bottom_left_lon"":""-80.00803670493119"",""upper_right_lat"":""0.1413701747533187"",""upper_right_lon"":""-79.9810734492962"",""bottom_right_lat"":""0.11423793273320304"",""bottom_right_lon"":""-79.98107451849398""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/6cba7094-08fb-45ed-a69a-92a8e1eedf93.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1d32b465-eec7-4a4d-88ab-83110aff0217.jpeg""}","{""1778"":26}",[1778]
1977918,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_7.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_7.jpeg"",""center_lat"":""0.11423841082590082"",""center_lon"":""-79.99455558369071"",""upper_left_lat"":""0.12780511643125186"",""upper_left_lon"":""-80.0080362120958"",""bottom_left_lat"":""0.10067264854537636"",""bottom_left_lon"":""-80.00803714252076"",""upper_right_lat"":""0.1278040538163255"",""upper_right_lon"":""-79.98107401226858"",""bottom_right_lat"":""0.10067181151946243"",""bottom_right_lon"":""-79.98107496797257""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/02ddbc3d-2dd6-44e9-a7fb-ce8c074f0350.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/8cc15139-cff8-4b60-9aee-6d591a35deb2.jpeg""}","{""1778"":26}",[1778]
1977919,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_8.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_8.jpeg"",""center_lat"":""0.10067223283699797"",""center_lon"":""-79.99455602722485"",""upper_left_lat"":""0.11423888255357258"",""upper_left_lon"":""-80.00803670493119"",""bottom_left_lat"":""0.08710641442216244"",""bottom_left_lon"":""-80.00803752486462"",""upper_right_lat"":""0.11423793273320304"",""upper_right_lon"":""-79.98107451849398"",""bottom_right_lat"":""0.08710569019061501"",""bottom_right_lon"":""-79.98107536070444""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ce6942f2-0d31-4324-b82d-f848b68ccfac.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/3246f584-7dca-4d01-846b-dd98d311dd63.jpeg""}","{""1778"":31}",[1778]
1977920,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_9.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_9.jpeg"",""center_lat"":""0.08710605473303316"",""center_lon"":""-79.99455641476276"",""upper_left_lat"":""0.10067264854537636"",""upper_left_lon"":""-80.00803714252076"",""bottom_left_lat"":""0.07354018019943008"",""bottom_left_lon"":""-80.00803785196285"",""upper_right_lat"":""0.10067181151946243"",""upper_right_lon"":""-79.98107496797257"",""bottom_right_lat"":""0.07353956876217206"",""bottom_right_lon"":""-79.98107569668971""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/ec98ad3e-f1f2-4296-8235-e85b592a21d8.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/37cf8c71-ea2f-4063-9430-aff384d5c612.jpeg""}","{""1778"":26}",[1778]
1977921,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_10.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_10.jpeg"",""center_lat"":""0.07353987652951163"",""center_lon"":""-79.99455674630457"",""upper_left_lat"":""0.08710641442216244"",""upper_left_lon"":""-80.00803752486462"",""bottom_left_lat"":""0.059973945892678536"",""bottom_left_lon"":""-80.00803812381558"",""upper_right_lat"":""0.08710569019061501"",""upper_right_lon"":""-79.98107536070444"",""bottom_right_lat"":""0.0599734472496448"",""bottom_right_lon"":""-79.98107597592849""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/441ec07e-56b6-4130-b36a-6bff88bd53c2.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7d989cb2-e609-42fa-8707-145e16b08b7d.jpeg""}","{""1778"":22}",[1778]
1977922,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_11.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_11.jpeg"",""center_lat"":""0.05997369824193858"",""center_lon"":""-79.99455702185035"",""upper_left_lat"":""0.07354018019943008"",""upper_left_lon"":""-80.00803785196285"",""bottom_left_lat"":""0.04640771151740715"",""bottom_left_lon"":""-80.00803834042286"",""upper_right_lat"":""0.07353956876217206"",""upper_right_lon"":""-79.98107569668971"",""bottom_right_lat"":""0.04640732566854461"",""bottom_right_lon"":""-79.98107619842084""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/cc42b74d-fd66-4b54-bcf1-cdaa74cdf426.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4cc94ea8-d754-4285-b55d-482ab7d896d8.jpeg""}","{""1778"":32}",[1778]
1977923,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_12.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_12.jpeg"",""center_lat"":""0.04640751988581931"",""center_lon"":""-79.99455724140019"",""upper_left_lat"":""0.059973945892678536"",""upper_left_lon"":""-80.00803812381558"",""bottom_left_lat"":""0.032841477089115244"",""bottom_left_lon"":""-80.00803850178474"",""upper_right_lat"":""0.0599734472496448"",""upper_right_lon"":""-79.98107597592849"",""bottom_right_lat"":""0.0328412040343828"",""bottom_right_lon"":""-79.98107636416681""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/dea24e9e-8c0e-4786-95f8-e059c40d335f.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7ab7c320-8515-41f0-b57a-87e777fc3d0a.jpeg""}","{""1778"":29}",[1778]
1977924,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_13.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_13.jpeg"",""center_lat"":""0.03284134147665911"",""center_lon"":""-79.99455740495415"",""upper_left_lat"":""0.04640771151740715"",""upper_left_lon"":""-80.00803834042286"",""bottom_left_lat"":""0.01927524262330217"",""bottom_left_lon"":""-80.0080386079013"",""upper_right_lat"":""0.04640732566854461"",""upper_right_lon"":""-79.98107619842084"",""bottom_right_lat"":""0.019275082362670764"",""bottom_right_lon"":""-79.98107647316648""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/e3fd2c13-614d-4f5e-8ac9-419fc2f732ff.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f66d70e0-fec7-46c1-aacf-580a4095f449.jpeg""}","{""1778"":28}",[1778]
1977925,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_14.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_14.jpeg"",""center_lat"":""0.01927516302996331"",""center_lon"":""-79.99455751251227"",""upper_left_lat"":""0.032841477089115244"",""upper_left_lon"":""-80.00803850178474"",""bottom_left_lat"":""0.005709008135467202"",""bottom_left_lon"":""-80.00803865877253"",""upper_right_lat"":""0.0328412040343828"",""upper_right_lon"":""-79.98107636416681"",""bottom_right_lat"":""0.005708960668919771"",""bottom_right_lon"":""-79.98107652541987""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/75114d00-59e6-410a-afa6-b01fdc998f79.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7064ab46-0da4-4210-994a-dc54f8ce9157.jpeg""}","{""1778"":26}",[1778]
1977926,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_15.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_15.jpeg"",""center_lat"":""0.005708984561237143"",""center_lon"":""-79.99455756407458"",""upper_left_lat"":""0.01927524262330217"",""upper_left_lon"":""-80.0080386079013"",""bottom_left_lat"":""-0.007857226358890274"",""bottom_left_lon"":""-80.00803865439848"",""upper_right_lat"":""0.019275082362670764"",""upper_right_lon"":""-79.98107647316648"",""bottom_right_lat"":""-0.007857161031358788"",""bottom_right_lon"":""-79.98107652092696""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/f3e3cfe7-fe43-4f96-8dd2-db5b677edbe2.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/84bddeaa-8139-4f1c-8f02-6ec54859daad.jpeg""}","{""1778"":32}",[1778]
1977927,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_8_16.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_8_16.jpeg"",""center_lat"":""-0.007857193914014045"",""center_lon"":""-79.99455755964111"",""upper_left_lat"":""0.005709008135467202"",""upper_left_lon"":""-80.00803865877253"",""bottom_left_lat"":""-0.021423460844270912"",""bottom_left_lon"":""-80.00803859477912"",""upper_right_lat"":""0.005708960668919771"",""upper_right_lon"":""-79.98107652541987"",""bottom_right_lat"":""-0.021423282722653553"",""bottom_right_lon"":""-79.9810764596878""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/b9cccdfb-af18-480e-9187-fb7a32651a18.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7ad1dc15-3ec5-4e0d-a82f-9c8ea2bc167a.jpeg""}","{""1778"":24}",[1778]
1977928,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_9_0.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_9_0.jpeg"",""center_lat"":""0.20920077670345488"",""center_lon"":""-79.98106978322377"",""upper_left_lat"":""0.2227678287342748"",""upper_left_lon"":""-79.9945500195358"",""bottom_left_lat"":""0.19563547547472712"",""bottom_left_lon"":""-79.99455174655736"",""upper_right_lat"":""0.22276595172985278"",""upper_right_lon"":""-79.96758779679219"",""bottom_right_lat"":""0.19563382708479404"",""bottom_right_lon"":""-79.96758957010591""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/556ac80d-13f3-4335-ad52-42d39021b0c6.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/1c9b7948-14b6-4827-b74a-660a4df0b58b.jpeg""}","{""1778"":25}",[1778]
1977929,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_9_1.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_9_1.jpeg"",""center_lat"":""0.19563465672977523"",""center_lon"":""-79.98107062993365"",""upper_left_lat"":""0.2092016522240523"",""upper_left_lon"":""-79.9945509110454"",""bottom_left_lat"":""0.1820692985018043"",""bottom_left_lon"":""-79.99455252607193"",""upper_right_lat"":""0.20919988952696858"",""upper_right_lon"":""-79.96758871219836"",""bottom_right_lat"":""0.18206776441884637"",""bottom_right_lon"":""-79.96759037051507""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7f5d204d-b26e-4fe8-9432-b985ebd3e7df.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/7189e746-2d96-4ebc-9a62-1578c656e735.jpeg""}","{""1778"":26}",[1778]
1977930,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_9_2.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_9_2.jpeg"",""center_lat"":""0.18206853653241079"",""center_lon"":""-79.98107141989563"",""upper_left_lat"":""0.19563547547472712"",""upper_left_lon"":""-79.99455174655736"",""bottom_left_lat"":""0.1685031213207888"",""bottom_left_lon"":""-79.9945532495893"",""upper_right_lat"":""0.19563382708479404"",""upper_right_lon"":""-79.96758957010591"",""bottom_right_lat"":""0.16850170154464264"",""bottom_right_lon"":""-79.96759111342605""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/4ea9ff9f-1261-421e-a343-e6fccbd9bad2.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c856cdf8-27ce-460c-8938-f2cf0a538a39.jpeg""}","{""1778"":26}",[1778]
1977931,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_9_3.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_9_3.jpeg"",""center_lat"":""0.16850241612687253"",""center_lon"":""-79.9810721531099"",""upper_left_lat"":""0.1820692985018043"",""upper_left_lon"":""-79.99455252607193"",""bottom_left_lat"":""0.15493694394718555"",""bottom_left_lon"":""-79.99455391710968"",""upper_right_lat"":""0.18206776441884637"",""upper_right_lon"":""-79.96759037051507"",""bottom_right_lat"":""0.1549356384777"",""bottom_right_lon"":""-79.96759179883908""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/69e646fa-abd6-4a64-83d4-07785edb3d06.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/aaec6782-48d9-4641-8218-5b10d3e8ff3a.jpeg""}","{""1778"":28}",[1778]
1977932,2519,[1778],4279,"{""image1"":""Before-Pedernales-20160419-2-clipped-warped_9_4.jpeg"",""image2"":""After-Pedernales-20160419-2-clipped_9_4.jpeg"",""center_lat"":""0.1549362955286714"",""center_lon"":""-79.9810728295767"",""upper_left_lat"":""0.1685031213207888"",""upper_left_lon"":""-79.9945532495893"",""bottom_left_lat"":""0.14137076639649976"",""bottom_left_lon"":""-79.99455452863329"",""upper_right_lat"":""0.16850170154464264"",""upper_right_lon"":""-79.96759111342605"",""bottom_right_lat"":""0.1413695752335358"",""bottom_right_lon"":""-79.96759242675432""}","{""0"":""https://panoptes-uploads.zooniverse.org/production/subject_location/c45c2bc1-f38b-4d73-a308-61436fa589c1.jpeg"",""1"":""https://panoptes-uploads.zooniverse.org/production/subject_location/21c33f50-42fd-481f-8fd0-5513e945fd34.jpeg""}","{""1778"":22}",[1778]
